Operation,Time
allocateInputData,0.036634
readDataFromFile,28.0455
allocateOutputData,0.036144
SubmissionCopyToDevice,0.58722
ExecutionCopyToDevice,0.601339
SubmissionMakeClusters,0.0643201
ExecutionMakeClusters,7.05111
SubmissionCopyToHost,2.07616
ExecutionCopyToHost,2.09223
writeDataToFile,341.416
freeInputData,0.568305
freeOutputData,0.162071
