Operation,Time
allocateInputData,0.040538827166200934
readDataFromFile,0.24969313077366695
allocateOutputData,0.007905445732039546
kernelSubmission,0.0008238917795708642
kernelExecution,0.0011909534079887396
writeDataToFile,8.191895694322938
freeInputData,0.00675925269455795
freeOutputData,0.0021572375442269333
