Operation,Time
allocateInputData,0.568866
readDataFromFile,100.907
allocateOutputData,0.087008
kernelSubmission,0.0329174
kernelExecution,0.159204
writeDataToFile,94.4975
freeInputData,0.560962
freeOutputData,0.473377
