Operation,Time
allocateInputData,0.607041
readDataFromFile,100.713
allocateOutputData,0.101408
SubmissionCopyToDevice,0.0193388
ExecutionCopyToDevice,0.0207291
SubmissionMakeClusters,0.0625671
ExecutionMakeClusters,1.49938
SubmissionCopyToHost,0.114766
ExecutionCopyToHost,0.116295
writeDataToFile,89.2402
freeInputData,0.477697
freeOutputData,0.460448
