Operation,Time
readDataFromFile,0.3249919706700472
allocateInputData,0.006399895642378351
allocateOutputData,0.23943012351321946
SubmissionCopyToDevice,0.0005146274540210835
ExecutionCopyToDevice,0.0001851510074386717
SubmissionMakeClusters,0.0007694308116321369
ExecutionMakeClusters,0.042447254851691305
SubmissionCopyToHost,0.00708605024051561
ExecutionCopyToHost,0.007076663904066029
writeDataToFile,1.04187395569501
freeInputData,0.16781584925811455
freeOutputData,0.05143610612573407
