Operation,Time
readDataFromFile,1.9753657700396736
allocateInputData,0.0027321634508612803
allocateOutputData,0.03937198530258117
SubmissionCopyToDevice,0.14820494378093862
ExecutionCopyToDevice,0.14846140553842396
SubmissionMakeClusters,0.0008145983692729963
ExecutionMakeClusters,0.1483198607364803
SubmissionCopyToHost,0.019748337088924192
ExecutionCopyToHost,0.019742977063587304
writeDataToFile,3.713706450434666
freeInputData,0.0673461808617732
freeOutputData,0.09554654868468851
