Operation,Time
allocateInputData,0.037422
readDataFromFile,40.6549
allocateOutputData,0.031862
SubmissionCopyToDevice,0.0409301
ExecutionCopyToDevice,0.0528064
SubmissionMakeClusters,0.0288691
ExecutionMakeClusters,21.8902
SubmissionCopyToHost,1.39218
ExecutionCopyToHost,1.40334
writeDataToFile,105.271
freeInputData,0.634035
freeOutputData,0.274741
