Operation,Time
allocateInputData,0.067327
readDataFromFile,29.4768
allocateOutputData,0.03167
kernelSubmission,0.0666374
kernelExecution,1.79394
writeDataToFile,79.7821
freeInputData,0.389412
freeOutputData,0.131557
